FL_DATE,ORIGIN_STATE,FLIGHT_COUNT
2019-04-18,Vermont,33
2019-04-18,Virginia,930
2019-04-18,Washington,649
2019-04-18,West Virginia,25
2019-04-18,Wisconsin,212
2019-04-18,Wyoming,22
2019-04-19,Alabama,131
2019-04-19,Alaska,104
2019-04-19,Arizona,619
2019-04-19,Arkansas,101
2019-04-19,California,2510
2019-04-19,Colorado,859
2019-04-19,Connecticut,97
2019-04-19,Florida,1751
2019-04-19,Georgia,1238
2019-04-19,Hawaii,332
2019-04-19,Idaho,87
2019-04-19,Illinois,1454
2019-04-19,Indiana,216
2019-04-19,Iowa,93
2019-04-19,Kansas,49
2019-04-19,Kentucky,280
2019-04-19,Louisiana,259
2019-04-19,Maine,54
2019-04-19,Maryland,319
2019-04-19,Massachusetts,470
2019-04-19,Michigan,669
2019-04-19,Minnesota,502
2019-04-19,Mississippi,46
2019-04-19,Missouri,432
2019-04-19,Montana,77
2019-04-19,Nebraska,100
2019-04-19,Nevada,563
2019-04-19,New Hampshire,35
2019-04-19,New Jersey,481
2019-04-19,New Mexico,88
2019-04-19,New York,1230
2019-04-19,North Carolina,1078
2019-04-19,North Dakota,64
2019-04-19,Ohio,379
2019-04-19,Oklahoma,137
2019-04-19,Oregon,310
2019-04-19,Pennsylvania,704
2019-04-19,Puerto Rico,82
2019-04-19,Rhode Island,58
2019-04-19,South Carolina,205
2019-04-19,South Dakota,44
2019-04-19,Tennessee,439
2019-04-19,Texas,2306
2019-04-19,U.S. Pacific Trust Territories and Possessions,3
2019-04-19,U.S. Virgin Islands,14
2019-04-19,Utah,368
2019-04-19,Vermont,33
2019-04-19,Virginia,924
2019-04-19,Washington,647
2019-04-19,West Virginia,25
2019-04-19,Wisconsin,215
2019-04-19,Wyoming,22
2019-04-20,Alabama,88
2019-04-20,Alaska,95
2019-04-20,Arizona,535
2019-04-20,Arkansas,69
2019-04-20,California,1949
2019-04-20,Colorado,701
2019-04-20,Connecticut,82
2019-04-20,Florida,1726
2019-04-20,Georgia,906
2019-04-20,Hawaii,333
2019-04-20,Idaho,68
2019-04-20,Illinois,1129
2019-04-20,Indiana,166
2019-04-20,Iowa,66
2019-04-20,Kansas,34
2019-04-20,Kentucky,188
2019-04-20,Louisiana,203
2019-04-20,Maine,49
2019-04-20,Maryland,243
2019-04-20,Massachusetts,331
2019-04-20,Michigan,442
2019-04-20,Minnesota,322
2019-04-20,Mississippi,34
2019-04-20,Missouri,303
2019-04-20,Montana,64
2019-04-20,Nebraska,71
2019-04-20,Nevada,446
2019-04-20,New Hampshire,31
2019-04-20,New Jersey,379
2019-04-20,New Mexico,67
2019-04-20,New York,858
2019-04-20,North Carolina,874
2019-04-20,North Dakota,51
2019-04-20,Ohio,269
2019-04-20,Oklahoma,106
2019-04-20,Oregon,239
2019-04-20,Pennsylvania,552
2019-04-20,Puerto Rico,89
2019-04-20,Rhode Island,50
2019-04-20,South Carolina,178
2019-04-20,South Dakota,40
2019-04-20,Tennessee,311
2019-04-20,Texas,1775
2019-04-20,U.S. Pacific Trust Territories and Possessions,3
2019-04-20,U.S. Virgin Islands,18
2019-04-20,Utah,265
2019-04-20,Vermont,31
2019-04-20,Virginia,697
2019-04-20,Washington,543
2019-04-20,West Virginia,17
2019-04-20,Wisconsin,156
2019-04-20,Wyoming,19
2019-04-21,Alabama,116
2019-04-21,Alaska,95
2019-04-21,Arizona,610
2019-04-21,Arkansas,83
2019-04-21,California,2342
2019-04-21,Colorado,808
2019-04-21,Connecticut,87
2019-04-21,Florida,1725
2019-04-21,Georgia,1136
2019-04-21,Hawaii,331
2019-04-21,Idaho,84
2019-04-21,Illinois,1253
2019-04-21,Indiana,194
2019-04-21,Iowa,77
2019-04-21,Kansas,42
2019-04-21,Kentucky,241
2019-04-21,Louisiana,255
2019-04-21,Maine,44
2019-04-21,Maryland,290
2019-04-21,Massachusetts,405
2019-04-21,Michigan,562
2019-04-21,Minnesota,438
2019-04-21,Mississippi,43
2019-04-21,Missouri,401
2019-04-21,Montana,71
2019-04-21,Nebraska,88
2019-04-21,Nevada,548
2019-04-21,New Hampshire,30
2019-04-21,New Jersey,442
2019-04-21,New Mexico,84
2019-04-21,New York,1086
2019-04-21,North Carolina,1010
2019-04-21,North Dakota,57
2019-04-21,Ohio,334
2019-04-21,Oklahoma,123
2019-04-21,Oregon,288
2019-04-21,Pennsylvania,649
2019-04-21,Puerto Rico,86
2019-04-21,Rhode Island,49
2019-04-21,South Carolina,198
2019-04-21,South Dakota,38
2019-04-21,Tennessee,399
2019-04-21,Texas,2178
2019-04-21,U.S. Pacific Trust Territories and Possessions,3
2019-04-21,U.S. Virgin Islands,15
2019-04-21,Utah,326
2019-04-21,Vermont,35
2019-04-21,Virginia,863
2019-04-21,Washington,617
2019-04-21,West Virginia,24
2019-04-21,Wisconsin,179
2019-04-21,Wyoming,18
2019-04-22,Alabama,131
2019-04-22,Alaska,105
2019-04-22,Arizona,619
2019-04-22,Arkansas,101
2019-04-22,California,2507
2019-04-22,Colorado,860
2019-04-22,Connecticut,97
2019-04-22,Florida,1744
2019-04-22,Georgia,1243
2019-04-22,Hawaii,320
2019-04-22,Idaho,87
2019-04-22,Illinois,1455
2019-04-22,Indiana,214
2019-04-22,Iowa,93
2019-04-22,Kansas,49
2019-04-22,Kentucky,281
2019-04-22,Louisiana,258
2019-04-22,Maine,54
2019-04-22,Maryland,319
2019-04-22,Massachusetts,477
2019-04-22,Michigan,663
2019-04-22,Minnesota,501
2019-04-22,Mississippi,45
2019-04-22,Missouri,431
2019-04-22,Montana,76
2019-04-22,Nebraska,100
2019-04-22,Nevada,557
2019-04-22,New Hampshire,35
2019-04-22,New Jersey,481
2019-04-22,New Mexico,88
2019-04-22,New York,1236
2019-04-22,North Carolina,1077
2019-04-22,North Dakota,65
2019-04-22,Ohio,381
2019-04-22,Oklahoma,137
2019-04-22,Oregon,310
2019-04-22,Pennsylvania,705
2019-04-22,Puerto Rico,80
2019-04-22,Rhode Island,59
2019-04-22,South Carolina,204
2019-04-22,South Dakota,43
2019-04-22,Tennessee,440
2019-04-22,Texas,2301
2019-04-22,U.S. Pacific Trust Territories and Possessions,4
2019-04-22,U.S. Virgin Islands,14
2019-04-22,Utah,368
2019-04-22,Vermont,33
2019-04-22,Virginia,924
2019-04-22,Washington,648
2019-04-22,West Virginia,25
2019-04-22,Wisconsin,213
2019-04-22,Wyoming,22
2019-04-23,Alabama,124
2019-04-23,Alaska,101
2019-04-23,Arizona,590
2019-04-23,Arkansas,95
2019-04-23,California,2404
2019-04-23,Colorado,814
2019-04-23,Connecticut,94
2019-04-23,Florida,1650
2019-04-23,Georgia,1215
2019-04-23,Hawaii,309
2019-04-23,Idaho,84
2019-04-23,Illinois,1405
2019-04-23,Indiana,204
2019-04-23,Iowa,86
2019-04-23,Kansas,48
2019-04-23,Kentucky,262
2019-04-23,Louisiana,248
2019-04-23,Maine,53
2019-04-23,Maryland,313
2019-04-23,Massachusetts,459
2019-04-23,Michigan,649
2019-04-23,Minnesota,488
2019-04-23,Mississippi,45
2019-04-23,Missouri,420
2019-04-23,Montana,75
2019-04-23,Nebraska,95
2019-04-23,Nevada,506
2019-04-23,New Hampshire,36
2019-04-23,New Jersey,477
2019-04-23,New Mexico,80
2019-04-23,New York,1206
2019-04-23,North Carolina,1044
2019-04-23,North Dakota,61
2019-04-23,Ohio,363
2019-04-23,Oklahoma,128
2019-04-23,Oregon,295
2019-04-23,Pennsylvania,686
2019-04-23,Puerto Rico,74
2019-04-23,Rhode Island,56
2019-04-23,South Carolina,191
2019-04-23,South Dakota,40
2019-04-23,Tennessee,412
2019-04-23,Texas,2186
2019-04-23,U.S. Pacific Trust Territories and Possessions,5
2019-04-23,U.S. Virgin Islands,14
2019-04-23,Utah,349
2019-04-23,Vermont,33
2019-04-23,Virginia,906
2019-04-23,Washington,626
2019-04-23,West Virginia,24
2019-04-23,Wisconsin,205
2019-04-23,Wyoming,22
2019-04-24,Alabama,128
2019-04-24,Alaska,102
2019-04-24,Arizona,597
2019-04-24,Arkansas,98
2019-04-24,California,2440
2019-04-24,Colorado,832
2019-04-24,Connecticut,95
2019-04-24,Florida,1672
2019-04-24,Georgia,1216
2019-04-24,Hawaii,320
2019-04-24,Idaho,83
2019-04-24,Illinois,1433
2019-04-24,Indiana,206
2019-04-24,Iowa,91
2019-04-24,Kansas,47
2019-04-24,Kentucky,263
2019-04-24,Louisiana,251
2019-04-24,Maine,54
2019-04-24,Maryland,312
2019-04-24,Massachusetts,463
2019-04-24,Michigan,654
2019-04-24,Minnesota,494
2019-04-24,Mississippi,45
2019-04-24,Missouri,427
2019-04-24,Montana,72
2019-04-24,Nebraska,99
2019-04-24,Nevada,522
2019-04-24,New Hampshire,35
2019-04-24,New Jersey,474
2019-04-24,New Mexico,80
2019-04-24,New York,1218
2019-04-24,North Carolina,1065
2019-04-24,North Dakota,63
2019-04-24,Ohio,366
2019-04-24,Oklahoma,128
2019-04-24,Oregon,296
2019-04-24,Pennsylvania,690
2019-04-24,Puerto Rico,75
2019-04-24,Rhode Island,56
2019-04-24,South Carolina,198
2019-04-24,South Dakota,44
2019-04-24,Tennessee,418
2019-04-24,Texas,2212
2019-04-24,U.S. Pacific Trust Territories and Possessions,3
2019-04-24,U.S. Virgin Islands,12
2019-04-24,Utah,355
2019-04-24,Vermont,33
2019-04-24,Virginia,911
2019-04-24,Washington,633
2019-04-24,West Virginia,22
2019-04-24,Wisconsin,211
2019-04-24,Wyoming,21
2019-04-25,Alabama,132
2019-04-25,Alaska,104
2019-04-25,Arizona,611
2019-04-25,Arkansas,102
2019-04-25,California,2511
2019-04-25,Colorado,859
2019-04-25,Connecticut,95
2019-04-25,Florida,1745
2019-04-25,Georgia,1236
2019-04-25,Hawaii,327
2019-04-25,Idaho,88
2019-04-25,Illinois,1452
2019-04-25,Indiana,216
2019-04-25,Iowa,94
2019-04-25,Kansas,50
2019-04-25,Kentucky,277
2019-04-25,Louisiana,262
2019-04-25,Maine,51
2019-04-25,Maryland,319
2019-04-25,Massachusetts,472
2019-04-25,Michigan,666
2019-04-25,Minnesota,500
2019-04-25,Mississippi,45
2019-04-25,Missouri,428
2019-04-25,Montana,77
2019-04-25,Nebraska,104
2019-04-25,Nevada,553
2019-04-25,New Hampshire,35
2019-04-25,New Jersey,486
2019-04-25,New Mexico,85
2019-04-25,New York,1239
2019-04-25,North Carolina,1079
2019-04-25,North Dakota,67
2019-04-25,Ohio,379
2019-04-25,Oklahoma,134
2019-04-25,Oregon,309
2019-04-25,Pennsylvania,704
2019-04-25,Puerto Rico,76
2019-04-25,Rhode Island,57
2019-04-25,South Carolina,201
2019-04-25,South Dakota,44
2019-04-25,Tennessee,432
2019-04-25,Texas,2298
2019-04-25,U.S. Pacific Trust Territories and Possessions,6
2019-04-25,U.S. Virgin Islands,14
2019-04-25,Utah,362
2019-04-25,Vermont,33
2019-04-25,Virginia,929
2019-04-25,Washington,649
2019-04-25,West Virginia,25
2019-04-25,Wisconsin,210
2019-04-25,Wyoming,22
2019-04-26,Alabama,131
2019-04-26,Alaska,104
2019-04-26,Arizona,615
2019-04-26,Arkansas,101
2019-04-26,California,2516
2019-04-26,Colorado,858
2019-04-26,Connecticut,96
2019-04-26,Florida,1744
2019-04-26,Georgia,1240
2019-04-26,Hawaii,333
2019-04-26,Idaho,87
2019-04-26,Illinois,1449
2019-04-26,Indiana,215
2019-04-26,Iowa,93
2019-04-26,Kansas,49
2019-04-26,Kentucky,281
2019-04-26,Louisiana,261
2019-04-26,Maine,54
2019-04-26,Maryland,318
2019-04-26,Massachusetts,471
2019-04-26,Michigan,668
2019-04-26,Minnesota,501
2019-04-26,Mississippi,46
2019-04-26,Missouri,430
2019-04-26,Montana,77
2019-04-26,Nebraska,100
2019-04-26,Nevada,563
2019-04-26,New Hampshire,35
2019-04-26,New Jersey,483
2019-04-26,New Mexico,88
2019-04-26,New York,1234
2019-04-26,North Carolina,1078
2019-04-26,North Dakota,62
2019-04-26,Ohio,379
2019-04-26,Oklahoma,137
2019-04-26,Oregon,312
2019-04-26,Pennsylvania,704
2019-04-26,Puerto Rico,81
2019-04-26,Rhode Island,58
2019-04-26,South Carolina,204
2019-04-26,South Dakota,43
2019-04-26,Tennessee,439
2019-04-26,Texas,2304
2019-04-26,U.S. Pacific Trust Territories and Possessions,3
2019-04-26,U.S. Virgin Islands,13
2019-04-26,Utah,366
2019-04-26,Vermont,33
2019-04-26,Virginia,924
2019-04-26,Washington,647
2019-04-26,West Virginia,25
2019-04-26,Wisconsin,214
2019-04-26,Wyoming,22
2019-04-27,Alabama,91
2019-04-27,Alaska,95
2019-04-27,Arizona,552
2019-04-27,Arkansas,70
2019-04-27,California,1980
2019-04-27,Colorado,704
2019-04-27,Connecticut,82
2019-04-27,Florida,1711
2019-04-27,Georgia,938
2019-04-27,Hawaii,335
2019-04-27,Idaho,69
2019-04-27,Illinois,1154
2019-04-27,Indiana,166
2019-04-27,Iowa,73
2019-04-27,Kansas,35
2019-04-27,Kentucky,198
2019-04-27,Louisiana,205
2019-04-27,Maine,48
2019-04-27,Maryland,245
2019-04-27,Massachusetts,332
2019-04-27,Michigan,461
2019-04-27,Minnesota,341
2019-04-27,Mississippi,35
2019-04-27,Missouri,308
2019-04-27,Montana,64
2019-04-27,Nebraska,76
2019-04-27,Nevada,450
2019-04-27,New Hampshire,30
2019-04-27,New Jersey,382
2019-04-27,New Mexico,70
2019-04-27,New York,883
2019-04-27,North Carolina,887
2019-04-27,North Dakota,50
2019-04-27,Ohio,270
2019-04-27,Oklahoma,107
2019-04-27,Oregon,246
2019-04-27,Pennsylvania,568
2019-04-27,Puerto Rico,91
2019-04-27,Rhode Island,50
2019-04-27,South Carolina,177
2019-04-27,South Dakota,38
2019-04-27,Tennessee,319
2019-04-27,Texas,1815
2019-04-27,U.S. Pacific Trust Territories and Possessions,3
2019-04-27,U.S. Virgin Islands,18
2019-04-27,Utah,279
2019-04-27,Vermont,32
2019-04-27,Virginia,703
2019-04-27,Washington,548
2019-04-27,West Virginia,17
2019-04-27,Wisconsin,166
2019-04-27,Wyoming,20
2019-04-28,Alabama,122
2019-04-28,Alaska,95
2019-04-28,Arizona,614
2019-04-28,Arkansas,95
2019-04-28,California,2385
2019-04-28,Colorado,825
2019-04-28,Connecticut,89
2019-04-28,Florida,1722
2019-04-28,Georgia,1180
2019-04-28,Hawaii,350
2019-04-28,Idaho,86
2019-04-28,Illinois,1397
2019-04-28,Indiana,205
2019-04-28,Iowa,91
2019-04-28,Kansas,47
2019-04-28,Kentucky,258
2019-04-28,Louisiana,265
2019-04-28,Maine,51
2019-04-28,Maryland,293
2019-04-28,Massachusetts,405
2019-04-28,Michigan,605
2019-04-28,Minnesota,473
2019-04-28,Mississippi,46
2019-04-28,Missouri,418
2019-04-28,Montana,76
2019-04-28,Nebraska,99
2019-04-28,Nevada,552
2019-04-28,New Hampshire,31
2019-04-28,New Jersey,458
2019-04-28,New Mexico,85
2019-04-28,New York,1118
2019-04-28,North Carolina,1026
2019-04-28,North Dakota,62
2019-04-28,Ohio,352
2019-04-28,Oklahoma,131
2019-04-28,Oregon,290
2019-04-28,Pennsylvania,674
2019-04-28,Puerto Rico,85
2019-04-28,Rhode Island,52
2019-04-28,South Carolina,198
2019-04-28,South Dakota,43
2019-04-28,Tennessee,416
2019-04-28,Texas,2253
2019-04-28,U.S. Pacific Trust Territories and Possessions,3
2019-04-28,U.S. Virgin Islands,14
2019-04-28,Utah,351
2019-04-28,Vermont,35
2019-04-28,Virginia,881
2019-04-28,Washington,620
2019-04-28,West Virginia,25
2019-04-28,Wisconsin,194
2019-04-28,Wyoming,20
2019-04-29,Alabama,132
2019-04-29,Alaska,107
2019-04-29,Arizona,608
2019-04-29,Arkansas,102
2019-04-29,California,2499
2019-04-29,Colorado,872
2019-04-29,Connecticut,95
2019-04-29,Florida,1723
2019-04-29,Georgia,1243
2019-04-29,Hawaii,326
2019-04-29,Idaho,87
2019-04-29,Illinois,1441
2019-04-29,Indiana,215
2019-04-29,Iowa,92
2019-04-29,Kansas,49
2019-04-29,Kentucky,282
2019-04-29,Louisiana,259
2019-04-29,Maine,55
2019-04-29,Maryland,318
2019-04-29,Massachusetts,471
2019-04-29,Michigan,661
2019-04-29,Minnesota,498
2019-04-29,Mississippi,46
2019-04-29,Missouri,432
2019-04-29,Montana,77
2019-04-29,Nebraska,100
2019-04-29,Nevada,560
2019-04-29,New Hampshire,33
2019-04-29,New Jersey,481
2019-04-29,New Mexico,87
2019-04-29,New York,1237
2019-04-29,North Carolina,1076
2019-04-29,North Dakota,63
2019-04-29,Ohio,377
2019-04-29,Oklahoma,137
2019-04-29,Oregon,313
2019-04-29,Pennsylvania,704
2019-04-29,Puerto Rico,77
2019-04-29,Rhode Island,58
2019-04-29,South Carolina,204
2019-04-29,South Dakota,46
2019-04-29,Tennessee,437
2019-04-29,Texas,2311
2019-04-29,U.S. Pacific Trust Territories and Possessions,4
2019-04-29,U.S. Virgin Islands,11
2019-04-29,Utah,366
2019-04-29,Vermont,34
2019-04-29,Virginia,925
2019-04-29,Washington,648
2019-04-29,West Virginia,25
2019-04-29,Wisconsin,213
2019-04-29,Wyoming,22
2019-04-30,Alabama,127
2019-04-30,Alaska,103
2019-04-30,Arizona,579
2019-04-30,Arkansas,96
2019-04-30,California,2402
2019-04-30,Colorado,831
2019-04-30,Connecticut,96
2019-04-30,Florida,1577
2019-04-30,Georgia,1218
2019-04-30,Hawaii,316
2019-04-30,Idaho,82
2019-04-30,Illinois,1395
2019-04-30,Indiana,202
2019-04-30,Iowa,85
2019-04-30,Kansas,49
2019-04-30,Kentucky,269
2019-04-30,Louisiana,250
2019-04-30,Maine,53
2019-04-30,Maryland,311
2019-04-30,Massachusetts,444
2019-04-30,Michigan,643
2019-04-30,Minnesota,491
2019-04-30,Mississippi,45
2019-04-30,Missouri,422
2019-04-30,Montana,71
2019-04-30,Nebraska,93
2019-04-30,Nevada,513
2019-04-30,New Hampshire,31
2019-04-30,New Jersey,476
2019-04-30,New Mexico,82
2019-04-30,New York,1199
2019-04-30,North Carolina,1047
2019-04-30,North Dakota,59
2019-04-30,Ohio,361
2019-04-30,Oklahoma,130
2019-04-30,Oregon,300
2019-04-30,Pennsylvania,685
2019-04-30,Puerto Rico,73
2019-04-30,Rhode Island,55
2019-04-30,South Carolina,191
2019-04-30,South Dakota,43
2019-04-30,Tennessee,412
2019-04-30,Texas,2221
2019-04-30,U.S. Pacific Trust Territories and Possessions,5
2019-04-30,U.S. Virgin Islands,12
2019-04-30,Utah,347
2019-04-30,Vermont,33
2019-04-30,Virginia,918
2019-04-30,Washington,630
2019-04-30,West Virginia,23
2019-04-30,Wisconsin,207
2019-04-30,Wyoming,22
